15	000	000
30	000	000
45	000	000
60	000	000
75	000	000
90	000	000
105	000	000
120	000	000
135	000	000
150	000	000
165	000	000
180	000	000
195	000	000
210	000	000
225	000	000
240	000	000
255	000	000
270	000	000
285	001	000
300	001	000
315	001	000
330	002	000
345	003	000
360	003	000
375	004	000
390	006	000
405	007	000
420	008	000
435	010	000
450	012	000
465	014	000
480	016	000
495	019	000
510	022	000
525	025	160
540	028	158
555	032	157
570	036	156
585	040	155
600	045	154
615	051	153
630	056	152
645	062	151
660	069	149
675	076	148
690	084	147
705	092	146
720	100	145
735	109	144
750	119	143
765	129	142
780	140	141
795	140	140
810	139	140
825	137	140
840	136	140
855	135	140
870	134	140
885	133	140
900	132	140
915	131	140
930	130	140
945	129	140
960	128	140
975	127	140
990	126	140
1005	125	140
1020	125	000
1035	123	000
1050	122	000
1065	121	000
1080	119	000
1095	118	000
1110	117	000
1125	116	000
1140	115	000
1155	114	000
1170	113	000
1185	112	001
1200	111	001
1215	110	001
1230	109	002
1245	108	003
1260	107	003
1275	106	004
1290	105	006
1305	104	007
1320	103	008
1335	102	010
1350	101	012
1365	100	014
1380	099	016
1395	098	019
1410	097	022
1425	096	025
1440	095	028
1455	094	032
1470	093	036
1485	092	040
1500	091	045
1515	090	051
1530	089	056
1545	088	062
1560	088	069
1575	087	076
1590	086	084
1605	085	092
1620	100	092
1635	109	092
1650	119	092
1665	129	092
1680	140	092
1695	152	092
1710	164	092
1725	177	255
1740	191	253
1755	205	251
1770	221	249
1785	237	247
1800	245	245
1815	243	245
1830	241	245
1845	239	245
1860	237	245
1875	235	245
1890	234	245
1905	232	245
1920	230	000
1935	228	000
1950	226	000
1965	225	000
1980	223	000
1995	221	000
2010	219	000
2025	218	000
2040	216	000
2055	214	000
2070	213	000
2085	211	001
2100	209	001
2115	208	001
2130	206	002
2145	204	003
2160	203	003
2175	201	004
2190	200	006
2205	198	007
2220	197	008
2235	195	010
2250	194	012
2265	192	014
2280	191	016
2295	189	019
2310	188	022
2325	186	025
2340	185	028
2355	184	032
2370	182	036
2385	181	040
2400	180	045
2415	178	051
2430	177	056
2445	176	062
2460	175	069
2475	173	076
2490	172	084
2505	171	092
2520	170	100
2535	169	109
2550	168	119
2565	167	129
2580	166	140
2595	165	152
2610	164	164
2625	163	177
2640	191	177
2655	205	177
2670	221	177
